0,-0.64
1,-0.55
2,-0.59
3,-0.56
4,-0.59
5,-0.56
6,-0.61
7,-0.56
8,-0.65
9,-0.61
10,-0.69
11,-0.68
12,-0.76
13,-0.78
14,-0.81
15,-0.89
16,-0.84
17,-0.95
18,-0.96
19,-1.01
20,-1.05
21,-1.14
22,-1.21
23,-1.21
24,-1.21
25,-1.29
26,-1.28
27,-1.27
28,-1.42
29,-1.35
30,-1.36
31,-1.43
32,-1.43
33,-1.37
34,-1.39
35,-1.3
36,-1.31
37,-1.29
38,-1.25
39,-1.21
40,-1.1
41,-0.99
42,-0.99
43,-0.89
44,-0.77
45,-0.68
46,-0.62
47,-0.42
48,-0.36
49,-0.22
50,-0.11
51,-0.01
52,0.16
53,0.26
54,0.38
55,0.44
56,0.52
57,0.63
58,0.75
59,0.84
60,0.92
61,1.03
62,1.13
63,1.11
64,1.19
65,1.26
66,1.31
67,1.27
68,1.33
69,1.4
70,1.43
71,1.36
72,1.38
73,1.41
74,1.35
75,1.37
76,1.32
77,1.29
78,1.24
79,1.15
80,1.17
81,1.13
82,1.08
83,0.99
84,0.98
85,0.88
86,0.91
87,0.79
88,0.79
89,0.77
90,0.71
91,0.7
92,0.66
93,0.64
94,0.66
95,0.55
96,0.6
97,0.56
98,0.57
99,0.53
100,0.59
101,0.61
102,0.6
103,0.59
104,0.62
105,0.59
106,0.63
107,0.72
108,0.74
109,0.77
110,0.75
111,0.77
112,0.79
113,0.82
114,0.83
115,0.88
116,0.88
117,0.87
118,0.89
119,0.89
120,0.96
121,0.92
122,0.92
123,0.92
124,0.96
125,0.96
126,0.89
127,0.9
128,0.85
129,0.9
130,0.91
131,0.83
132,0.82
133,0.81
134,0.75
135,0.76
136,0.77
137,0.76
138,0.67
139,0.63
140,0.7
141,0.67
142,0.67
143,0.6
144,0.56
145,0.58
146,0.53
147,0.59
148,0.5
149,0.53
150,0.52
151,0.48
152,0.45
153,0.5
154,0.45
155,0.41
156,0.47
157,0.41
158,0.42
159,0.33
160,0.3
